27, Private, 160178, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
66, Private, 180211, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 30, Philippines, <=50K
36, Private, 207853, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 222130, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
23, Private, 131275, HS-grad, 9, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
33, Federal-gov, 293550, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 4064, 0, 40, United-States, <=50K
38, Self-emp-not-inc, 239045, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
30, Private, 101859, 7th-8th, 4, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
48, Private, 102092, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 496025, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
29, Private, 383745, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1887, 30, United-States, >50K
28, Private, 389713, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
62, Local-gov, 136787, HS-grad, 9, Divorced, Transport-moving, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 187870, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2415, 90, United-States, >50K
31, Private, 181091, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
33, Private, 62155, Some-college, 10, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 35, United-States, <=50K
44, Private, 151294, Some-college, 10, Widowed, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
20, Private, 227411, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
41, Private, 37997, 12th, 8, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 84, United-States, >50K
30, Private, 188798, Some-college, 10, Divorced, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
22, Private, 267174, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
33, Private, 103435, Assoc-voc, 11, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
32, Private, 257978, Assoc-voc, 11, Widowed, Tech-support, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
71, Private, 216608, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 76625, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, ?, 157289, 11th, 7, Never-married, ?, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 176469, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
21, ?, 219835, Assoc-voc, 11, Never-married, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 204584, Masters, 14, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 179135, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 178002, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
70, Private, 30713, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K
33, Private, 182401, 10th, 6, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
35, ?, 273558, Some-college, 10, Never-married, ?, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K
17, Self-emp-inc, 181608, 10th, 6, Never-married, Sales, Own-child, White, Male, 0, 0, 12, United-States, <=50K
42, Private, 77373, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 38, United-States, <=50K
34, Private, 213226, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 65, United-States, >50K
44, Private, 232421, HS-grad, 9, Married-spouse-absent, Transport-moving, Not-in-family, Other, Male, 0, 0, 32, Canada, <=50K
40, Private, 79586, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 99999, 0, 40, ?, >50K
31, Self-emp-not-inc, 177675, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Private, 211022, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
36, Self-emp-not-inc, 147258, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K
32, Private, 158438, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
54, Private, 118793, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K
54, Local-gov, 178356, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 236938, Assoc-acdm, 12, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
60, Self-emp-inc, 181196, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
29, Private, 179008, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 55, United-States, <=50K
36, Private, 215373, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
19, Private, 181572, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 250157, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 63, United-States, <=50K
36, Private, 246449, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
24, Private, 229553, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 20, ?, <=50K
67, ?, 407618, 9th, 5, Divorced, ?, Not-in-family, White, Female, 2050, 0, 40, United-States, <=50K
28, Self-emp-inc, 32922, Assoc-voc, 11, Never-married, Sales, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
45, Private, 148549, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 27828, 0, 56, United-States, >50K
41, Local-gov, 34987, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K
26, Private, 256000, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 60, United-States, >50K
43, Private, 160246, Some-college, 10, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
57, Self-emp-not-inc, 413373, Doctorate, 16, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 40, United-States, >50K
26, Private, 115717, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 2051, 40, United-States, <=50K
43, Private, 108945, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
34, Private, 168906, Assoc-acdm, 12, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K
59, Private, 195820, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
49, Private, 133969, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Other, Male, 0, 0, 50, United-States, >50K
33, Private, 215306, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, Cuba, <=50K
25, Private, 201413, Some-college, 10, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
36, Private, 348960, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
49, Local-gov, 215895, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Italy, >50K
73, ?, 243030, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 30, United-States, <=50K
26, ?, 188343, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
40, Private, 141657, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 35, United-States, >50K
44, Local-gov, 203761, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
26, Local-gov, 283217, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, United-States, <=50K
29, Federal-gov, 360527, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
61, Local-gov, 176731, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 324469, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
59, Private, 159937, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, <=50K
29, Private, 107998, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K
48, Private, 121253, Bachelors, 13, Married-spouse-absent, Sales, Unmarried, White, Female, 0, 2472, 70, United-States, >50K
57, Self-emp-not-inc, 138285, Assoc-acdm, 12, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Iran, <=50K
21, Private, 267040, 10th, 6, Never-married, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
24, Private, 229826, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
37, Self-emp-not-inc, 35330, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 42, United-States, <=50K
48, Private, 167009, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
48, Self-emp-inc, 213140, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 80, United-States, <=50K
29, State-gov, 201556, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
51, Private, 392668, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 84, United-States, >50K
30, Private, 225231, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 8614, 0, 50, United-States, >50K
39, Private, 183898, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 60, Germany, >50K
39, Private, 481060, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 61518, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, <=50K
30, Private, 280069, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
21, Private, 210165, 9th, 5, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 342730, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 52, United-States, <=50K
41, Private, 107584, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 142506, Bachelors, 13, Never-married, Prof-specialty, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
59, Private, 135617, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 327573, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 164712, Some-college, 10, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 298227, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 35, United-States, <=50K
38, Private, 38312, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 65, United-States, >50K
39, Local-gov, 116666, HS-grad, 9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male, 4650, 0, 48, United-States, <=50K
26, Local-gov, 163189, Some-college, 10, Married-civ-spouse, Other-service, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 100776, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 50, United-States, <=50K
48, Self-emp-not-inc, 30840, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 45, United-States, <=50K
27, State-gov, 271243, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Male, 0, 0, 40, Jamaica, <=50K
36, Self-emp-not-inc, 129150, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, >50K
20, Private, 142233, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
45, Private, 102096, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, ?, >50K
39, Private, 746786, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
24, Private, 22966, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
48, Private, 139290, 10th, 6, Separated, Machine-op-inspct, Own-child, White, Female, 0, 0, 48, United-States, <=50K
56, Self-emp-not-inc, 179594, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, <=50K
34, Local-gov, 175856, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
18, Self-emp-not-inc, 258474, 10th, 6, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 292673, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, Mexico, <=50K
25, Private, 306908, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
62, Self-emp-not-inc, 158712, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 6, United-States, <=50K
66, ?, 206560, HS-grad, 9, Widowed, ?, Not-in-family, Other, Female, 0, 0, 35, Puerto-Rico, <=50K
40, Self-emp-inc, 209344, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 15, ?, <=50K
30, Private, 460408, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1672, 45, United-States, <=50K
42, Private, 250536, Some-college, 10, Separated, Other-service, Unmarried, Black, Female, 0, 0, 21, Haiti, <=50K
36, Private, 237943, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 45, United-States, >50K
39, Private, 192251, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, >50K
67, Self-emp-inc, 330144, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, >50K
65, Private, 94552, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Federal-gov, 67317, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Local-gov, 214706, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 37238, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
48, Self-emp-inc, 148995, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
43, Private, 167265, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 84, United-States, >50K
33, Private, 181091, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 60, Iran, >50K
56, Private, 184553, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 56, United-States, <=50K
37, Self-emp-not-inc, 327164, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, ?, <=50K
37, Private, 22463, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1977, 40, United-States, >50K
90, Private, 51744, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 2206, 40, United-States, <=50K
42, Local-gov, 263871, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 8, United-States, <=50K
67, ?, 274451, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 196385, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 37, United-States, >50K
21, Private, 107452, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 36440, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
21, Private, 230248, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
18, ?, 298133, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 33725, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
17, Private, 100828, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States, <=50K
